,Input Date,Object X ID,OEM Company,Product/Category,Level,Position Title,Hours,Years Exp High,Years Exp Low,Quoted Rate High,Quoted Rate Low,CEP Provided Rate High,CEP Provided Rate Low,Deal Total,Country,City/State,Currency Notes,Document Name,Database Practice
12991,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Developer,,,10.0,,36.0,35.0,31.0,,India,,,,Services
12990,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Developer,,10.0,5.0,,32.0,31.0,27.0,,India,,,,Services
12989,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Developer,,5.0,0.0,,28.0,27.0,23.0,,India,,,,Services
12988,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Developer,,20.0,10.0,,115.0,145.0,110.0,,USA,,,,Services
12997,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Administrator,,10.0,5.0,,105.0,110.0,85.0,,USA,,,,Services
12987,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Developer,,10.0,5.0,,98.0,105.0,85.0,,USA,,,,Services
13412,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Admin,,,10.0,,33.0,33.0,29.0,,India,,,,Services
13422,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketing Business Analyst,,5.0,0.0,,108.0,115.0,95.0,,USA,,,,Services
13423,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketing Business Analyst,,10.0,5.0,,123.0,130.0,110.0,,USA,,,,Services
13424,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketing Business Analyst,,20.0,10.0,,133.0,155.0,120.0,,USA,,,,Services
13425,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketing Business Analyst,,5.0,0.0,,27.0,27.0,23.0,,India,,,,Services
13426,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketing Business Analyst,,10.0,5.0,,29.0,29.0,25.0,,India,,,,Services
13427,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketing Business Analyst,,,10.0,,33.0,33.0,29.0,,India,,,,Services
12205,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Okta Developer,,10.0,5.0,,34.0,32.0,27.0,,India,,,,Services
12204,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Okta Developer,,5.0,0.0,,31.0,29.0,24.0,,India,,,,Services
12986,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Developer,,5.0,0.0,,94.0,100.0,80.0,,USA,,,,Services
12203,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Okta Developer,,10.0,5.0,,138.0,135.0,105.0,,USA,,,,Services
12998,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Administrator,,20.0,10.0,,115.0,149.98499999999999,110.0,,USA,,,,Services
13000,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Administrator,,10.0,5.0,,33.0,31.0,27.0,,India,,,,Services
13400,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Consultant,,5.0,0.0,,26.0,28.0,24.0,,India,,,,Services
13399,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Consultant,,20.0,10.0,,128.0,170.0,120.0,,USA,,,,Services
13398,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Consultant,,10.0,5.0,,118.0,140.0,110.0,,USA,,,,Services
13397,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Consultant,,5.0,0.0,,108.0,130.0,100.0,,USA,,,,Services
13396,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Developer,,,10.0,,32.0,33.0,28.0,,India,,,,Services
13395,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Developer,,10.0,5.0,,28.0,29.0,24.0,,India,,,,Services
13394,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Developer,,5.0,0.0,,26.0,27.0,22.0,,India,,,,Services
13393,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Developer,,20.0,10.0,,128.0,155.0,120.0,,USA,,,,Services
13392,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Developer,,10.0,5.0,,113.0,120.0,100.0,,USA,,,,Services
12999,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Administrator,,5.0,0.0,,29.0,27.0,23.0,,India,,,,Services
13391,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Developer,,5.0,0.0,,103.0,110.0,90.0,,USA,,,,Services
13404,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Architect,,20.0,10.0,,138.0,175.0,125.0,,USA,,,,Services
13405,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Architect,,10.0,5.0,,29.0,35.0,28.0,,India,,,,Services
13406,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Architect,,,10.0,,35.0,42.0,30.0,,India,,,,Services
13407,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Admin,,5.0,0.0,,108.0,110.0,90.0,,USA,,,,Services
13408,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Admin,,10.0,5.0,,118.0,120.0,100.0,,USA,,,,Services
13409,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Admin,,20.0,10.0,,128.0,155.0,120.0,,USA,,,,Services
13410,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Admin,,5.0,0.0,,27.0,27.0,23.0,,India,,,,Services
13411,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Admin,,10.0,5.0,,29.0,29.0,25.0,,India,,,,Services
13001,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Administrator,,,10.0,,38.0,36.0,32.0,,India,,,,Services
13403,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Marketo Architect,,10.0,5.0,,123.0,145.0,115.0,,USA,,,,Services
16109,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Hybris Developer,,,10.0,,33.0,31.0,27.0,,India,,,,Services
12202,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Okta Developer,,5.0,0.0,,128.0,125.0,95.0,,USA,,,,Services
12200,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Okta Support Specialist,,10.0,5.0,,34.0,34.0,29.0,,India,,,,Services
11755,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Application Environment Analysts,,10.0,5.0,,60.0,,,,China,Shanghai,,,Services
11754,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Application Environment Analysts,,5.0,0.0,,48.0,,,,China,Shanghai,,,Services
11753,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Application Environment Analysts,,,10.0,,29.0,32.5,27.5,,India,,,,Services
11752,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Application Environment Analysts,,10.0,5.0,,24.0,27.5,22.5,,India,,,,Services
11751,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Application Environment Analysts,,5.0,0.0,,23.5,27.0,22.0,,India,,,,Services
11750,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Application Environment Analysts,,20.0,10.0,,114.0,139.986,100.0,,USA,,,,Services
11749,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Application Environment Analysts,,10.0,5.0,,99.0,115.0,89.0,,USA,,,,Services
11748,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Application Environment Analysts,,5.0,0.0,,85.0,100.0,75.0,,USA,,,,Services
11747,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Developers,,,10.0,,60.0,,,,China,Shanghai,,,Services
11756,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Application Environment Analysts,,,10.0,,60.0,,,,China,Shanghai,,,Services
11746,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Developers,,10.0,5.0,,60.0,,,,China,Shanghai,,,Services
11744,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Developers,,,10.0,,27.0,30.0,25.0,,India,,,,Services
11743,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Developers,,10.0,5.0,,23.5,26.5,21.5,,India,,,,Services
11742,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Developers,,5.0,0.0,,22.0,25.0,20.0,,India,,,,Services
11741,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Developers,,20.0,10.0,,109.0,140.0,100.0,,USA,,,,Services
11740,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Developers,,10.0,5.0,,89.0,110.0,85.0,,USA,,,,Services
2542,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,"Technical Leaders (Camstar & ETQ) , Experience Range",,10.0,5.0,,27.0,30.0,26.0,,India,,,,Services
11738,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Functional Analyst,,,10.0,,60.0,,,,China,Shanghai,,,Services
11737,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Functional Analyst,,10.0,5.0,,60.0,,,,China,Shanghai,,,Services
11736,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Functional Analyst,,5.0,0.0,,48.0,,,,China,Shanghai,,,Services
11745,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Developers,,5.0,0.0,,48.0,,,,China,Shanghai,,,Services
12201,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Okta Support Specialist,,,10.0,,39.0,39.0,34.0,,India,,,,Services
2543,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,"Technical Leaders (Camstar & ETQ) , Experience Range",,,10.0,,34.0,37.0,33.0,,India,,,,Services
12041,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Organization Change Management Consultant ,,10.0,5.0,,178.0,190.0,155.0,,USA,,,,Services
12199,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Okta Support Specialist,,5.0,0.0,,29.0,29.0,24.0,,India,,,,Services
12198,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Okta Support Specialist,,20.0,10.0,,148.0,180.0,130.0,,USA,,,,Services
12197,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Okta Support Specialist,,10.0,5.0,,128.0,135.0,105.0,,USA,,,,Services
12117,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,,10.0,,67.0,,,,China,Shanghai,,,Services
12116,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,10.0,5.0,,67.0,,,,China,Shanghai,,,Services
12115,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,,10.0,,89.0,135.0,90.0,,Hungary,Budapest,,,Services
12114,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,10.0,5.0,,89.0,100.0,75.0,,Hungary,Budapest,,,Services
12113,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,,10.0,,33.0,34.5,29.5,,India,,,,Services
12112,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,10.0,5.0,,25.0,26.5,21.5,,India,,,,Services
2544,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,"Technical Leaders (Camstar & ETQ) , Experience Range",,10.0,5.0,,100.0,135.0,95.0,,Hungary,Budapest,,,Services
12111,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,5.0,0.0,,23.5,25.0,20.0,,India,,,,Services
12109,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,10.0,5.0,,45.0,50.0,35.0,,Mexico,,,,Services
12108,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,20.0,10.0,,100.0,135.0,90.0,,USA,,,,Services
12107,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,10.0,5.0,,85.0,95.0,65.0,,USA,,,,Services
12106,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,5.0,0.0,,75.0,85.0,55.0,,USA,,,,Services
2545,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,"Technical Leaders (Camstar & ETQ) , Experience Range",,10.0,5.0,,75.0,,,,China,Shanghai,,,Services
12045,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Organization Change Management Consultant ,,,10.0,,31.0,37.0,31.0,,India,,,,Services
12044,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Organization Change Management Consultant ,,10.0,5.0,,29.0,35.0,29.0,,India,,,,Services
12043,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Organization Change Management Consultant ,,,20.0,,253.0,300.0,250.0,,USA,,,,Services
12042,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Organization Change Management Consultant ,,20.0,10.0,,230.0,285.0,220.0,,USA,,,,Services
12110,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Operational Support Member,,,10.0,,55.0,75.0,50.0,,Mexico,,,,Services
16131,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,HighJump Analysts ,,5.0,0.0,,90.0,100.0,80.0,,USA,,,,Services
10272,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Project Leader / SDM,,,10.0,,70.0,95.0,60.0,,Mexico,,,,Services
8577,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Developer,,10.0,5.0,,108.0,110.0,90.0,,USA,,,,Services
8550,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,,10.0,,84.5,100.0,80.0,,Hungary,Budapest,,,Services
8549,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,10.0,5.0,,79.5,95.0,70.0,,Hungary,Budapest,,,Services
8548,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,5.0,0.0,,69.75,85.0,60.0,,Hungary,Budapest,,,Services
8547,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,,10.0,,27.0,30.0,25.0,,India,,,,Services
8546,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,10.0,5.0,,23.5,26.5,21.5,,India,,,,Services
8545,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,5.0,0.0,,22.0,25.0,20.0,,India,,,,Services
8544,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,,10.0,,95.0,,,,South Korea,,,,Services
8543,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,10.0,5.0,,70.0,,,,South Korea,,,,Services
8542,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,5.0,0.0,,60.0,,,,South Korea,,,,Services
8541,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,20.0,10.0,,98.0,135.0,95.0,,USA,,,,Services
8540,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,10.0,5.0,,88.0,110.0,85.0,,USA,,,,Services
8539,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,5.0,0.0,,79.0,100.0,75.0,,USA,,,,Services
8535,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,,10.0,,74.5,,,,China,Shanghai,,,Services
8534,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,10.0,5.0,,64.0,,,,China,Shanghai,,,Services
8533,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,5.0,0.0,,55.04,,,,China,Shanghai,,,Services
8532,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,,10.0,,84.5,100.0,80.0,,Hungary,Budapest,,,Services
8531,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,10.0,5.0,,79.5,95.0,70.0,,Hungary,Budapest,,,Services
8530,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,5.0,0.0,,69.75,85.0,60.0,,Hungary,Budapest,,,Services
8529,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,,10.0,,27.0,30.5,25.5,,India,,,,Services
8528,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,10.0,5.0,,24.0,27.5,22.5,,India,,,,Services
8527,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,5.0,0.0,,23.5,27.0,22.0,,India,,,,Services
8551,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,5.0,0.0,,55.04,,,,China,Shanghai,,,Services
8552,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,10.0,5.0,,64.0,,,,China,Shanghai,,,Services
8553,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP ABAP Developer,,,10.0,,74.5,,,,China,Shanghai,,,Services
24946,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Analyst,,5.0,0.0,,63.0,75.0,45.0,,Hungary,Budapest,,,Services
8597,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Environment Manager,,10.0,5.0,,29.0,32.0,27.0,,India,,,,Services
8596,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Environment Manager,,5.0,0.0,,27.0,30.0,25.0,,India,,,,Services
8595,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Environment Manager,,20.0,10.0,,133.0,180.0,130.0,,USA,,,,Services
8594,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Environment Manager,,10.0,5.0,,113.0,135.0,105.0,,USA,,,,Services
8593,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Environment Manager,,5.0,0.0,,108.0,130.0,100.0,,USA,,,,Services
8581,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Developer,,,10.0,,31.0,33.0,28.0,,India,,,,Services
8580,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Developer,,10.0,5.0,,27.0,29.0,24.0,,India,,,,Services
8579,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Developer,,5.0,0.0,,25.0,27.0,22.0,,India,,,,Services
8578,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Developer,,20.0,10.0,,123.0,149.98499999999999,115.0,,USA,,,,Services
8576,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Developer,,5.0,0.0,,98.0,100.0,80.0,,USA,,,,Services
8526,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,,10.0,,95.0,,,,South Korea,,,,Services
24948,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Analyst,,,10.0,,85.0,100.0,80.0,,Hungary,Budapest,,,Services
8575,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Lead,,,10.0,,33.0,35.0,30.0,,India,,,,Services
8574,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Lead,,10.0,5.0,,29.0,31.0,26.0,,India,,,,Services
8573,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Lead,,5.0,0.0,,27.0,29.0,24.0,,India,,,,Services
8572,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Lead,,20.0,10.0,,133.0,175.0,130.0,,USA,,,,Services
8571,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Lead,,10.0,5.0,,113.0,120.0,95.0,,USA,,,,Services
8570,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Support Lead,,5.0,0.0,,108.0,115.0,90.0,,USA,,,,Services
8567,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Technical Lead,,,10.0,,35.0,40.0,34.0,,India,,,,Services
8566,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Technical Lead,,10.0,5.0,,29.0,34.0,28.0,,India,,,,Services
8565,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Technical Lead,,20.0,10.0,,138.0,180.0,130.0,,USA,,,,Services
8564,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Technical Lead,,10.0,5.0,,123.0,140.0,110.0,,USA,,,,Services
24947,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Analyst,,10.0,5.0,,74.0,90.0,65.0,,Hungary,Budapest,,,Services
8525,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,10.0,5.0,,70.0,,,,South Korea,,,,Services
8524,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,5.0,0.0,,60.0,,,,South Korea,,,,Services
8523,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,20.0,10.0,,98.0,135.0,95.0,,USA,,,,Services
8418,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Fiori Developer,,,10.0,,105.0,,,,South Korea,,,,Services
8417,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Fiori Developer,,10.0,5.0,,85.0,,,,South Korea,,,,Services
8416,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Fiori Developer,,5.0,0.0,,70.0,,,,South Korea,,,,Services
8415,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Fiori Developer,,20.0,10.0,,98.0,135.0,95.0,,USA,,,,Services
8414,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Fiori Developer,,10.0,5.0,,92.0,110.0,85.0,,USA,,,,Services
8413,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Fiori Developer,,5.0,0.0,,84.0,100.0,75.0,,USA,,,,Services
8410,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,,10.0,,74.5,,,,China,Shanghai,,,Services
8409,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,10.0,5.0,,64.0,,,,China,Shanghai,,,Services
8408,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,5.0,0.0,,55.04,,,,China,Shanghai,,,Services
8407,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,,10.0,,94.5,110.0,85.0,,Hungary,Budapest,,,Services
8419,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Fiori Developer,,5.0,0.0,,23.5,27.0,22.0,,India,,,,Services
8406,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,10.0,5.0,,89.5,105.0,80.0,,Hungary,Budapest,,,Services
8404,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,,10.0,,29.0,32.0,27.0,,India,,,,Services
8403,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,10.0,5.0,,25.0,28.0,23.0,,India,,,,Services
8402,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,5.0,0.0,,22.0,25.0,20.0,,India,,,,Services
8401,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,,10.0,,105.0,,,,South Korea,,,,Services
8400,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,10.0,5.0,,85.0,,,,South Korea,,,,Services
8399,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,5.0,0.0,,70.0,,,,South Korea,,,,Services
8398,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,20.0,10.0,,117.0,140.0,105.0,,USA,,,,Services
8397,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,10.0,5.0,,103.0,110.0,90.0,,USA,,,,Services
8396,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,5.0,0.0,,94.0,100.0,80.0,,USA,,,,Services
8395,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Functional Lead,,20.0,10.0,,160.0,199.98,150.0,,USA,,,,Services
8405,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,"SAP Functional Analyst (PP,MM,LE,FI,CO,PM,PS) ",,5.0,0.0,,79.75,90.0,70.0,,Hungary,Budapest,,,Services
8598,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Salesforce Environment Manager,,,10.0,,35.0,38.0,33.0,,India,,,,Services
8420,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Fiori Developer,,10.0,5.0,,25.0,28.5,23.5,,India,,,,Services
8422,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Fiori Developer,,5.0,0.0,,74.75,80.0,60.0,,Hungary,Budapest,,,Services
8522,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,10.0,5.0,,92.0,110.0,85.0,,USA,,,,Services
8521,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Adobe Forms Developer,,5.0,0.0,,84.0,100.0,75.0,,USA,,,,Services
8510,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP BASIS,,,10.0,,74.5,,,,China,Shanghai,,,Services
8509,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP BASIS,,10.0,5.0,,64.0,,,,China,Shanghai,,,Services
8508,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP BASIS,,5.0,0.0,,55.04,,,,China,Shanghai,,,Services
8507,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP BASIS,,,10.0,,84.5,100.0,80.0,,Hungary,Budapest,,,Services
8506,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP BASIS,,10.0,5.0,,79.5,100.0,75.0,,Hungary,Budapest,,,Services
8505,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP BASIS,,5.0,0.0,,74.75,85.0,65.0,,Hungary,Budapest,,,Services
8504,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP BASIS,,,10.0,,29.0,32.0,27.0,,India,,,,Services
8503,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP BASIS,,10.0,5.0,,25.0,28.0,23.0,,India,,,,Services
8421,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Fiori Developer,,,10.0,,29.0,32.5,27.5,,India,,,,Services
8502,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP BASIS,,5.0,0.0,,22.0,25.0,20.0,,India,,,,Services
